gene	log2FC	padj	AveExpr	t
KCNA1	-5.57871216820537	1.32317557508365e-18	-1.43158711738537	-13.7885855978862
NMU	5.51722719338461	2.60325034277057e-18	0.00319749345648682	13.5450094710722
GRM4	5.51529449306139	7.61305903952425e-22	-0.214836101508111	16.5262253229785
CCL21	-5.49057074541869	9.85368910457419e-15	4.19818696872731	-10.9235208498936
HAPLN1	5.46573808883089	5.40274810205173e-19	-2.03617157484237	14.1002249190203
PRSS2	5.4359443879792	9.94105924771241e-17	-1.59331274905515	12.3435256052476
TMEM215	5.37780058504252	3.97741344835751e-18	-0.0927610517083189	13.3953392171649
TRPC5	5.35051649058537	6.68918195986503e-17	-1.10319428633385	12.4692683597856
KLK6	5.33582603560069	2.41229283297952e-15	-3.61331834269695	11.3524534691289
KLHDC8A	5.30812145907934	9.64571090399202e-24	2.33280699323366	18.3519326086358
